Highlight,Book Title,Book Author,Amazon Book ID,Note,Color,Tags,Location Type,Location
"Saying It without Jargon May Enable You to Make Your Point Better Even if you are using the jargon correctly, you will probably find that eliminating it will enable you to make your point more forcefully.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1419
"To Have Good Gestures, Be Like Tiger Strong gestures are best. Reach out with power.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,2183
"Can I Use a Joke for a Hook? “I’d like to break the ice with a joke.” I’ve heard many people say that, but I’ve never understood it. How does a joke break the ice? Usually, jokes thicken the ice because they are neither funny nor relevant.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,884
When Your Slides Rely on Words: Less Is More Rely on key words rather than entire sentences.,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1091
Step Two: Come Up with No More Than Three Points in Support of Your MO.,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,210
You need to support your points with evidence.,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,221
What you want.,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,189
Form the MO by bringing together two things:,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,189
You Don’t Talk Too Fast – You Probably Don’t Pause,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1902
The Speechworks Jargon Rule Use jargon only if you’re certain that everyone in the room will understand it. Remember that the key decision-maker may simply not have heard a piece of jargon.,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1407
3. You learn your time limit.,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,2303
"you do need to make sure that you make good eye contact with individuals in all sections of the room. Here’s how to do it. Find the individuals to make eye contact with by using a “Z” shape: Start by connecting with someone in the back left of the room. Then move to the back right and connect with someone there. Moving down the Z, next connect with someone in the approximate center of the room. Then find someone in the front left. Then the front right.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1993
Keepers 1. The best way to deal with nerves is to rehearse your presentation several times. 2. Practice physical relaxation techniques such as exercise and meditation. 3. Snap out of it. “Failure is not an option.”,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1721
"Don’t Underestimate Q & A In a presentation about a complex idea or product, the audience may be more interested in asking you questions than in listening to you talk. If that’s the case, leave extra time for questions and give a shorter presentation.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1278
"7. In a job interview. “If you hire me, I’m going to be able to reduce your warehouse costs by $500,000 a year.” Offer three points: “I’ve done it before. I have a plan for how to do it in your company. I already know and get along with everyone on your team.”",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,373
"Informational Presentation: Call to Action Even if you’re not overtly selling, you should end a presentation by asking for a commitment from the listeners.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,952
"This is the grabber at the beginning of a presentation. A hook can be a fun fact, a relevant story, a quick analogy, or just a quick introduction.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,226
"Keepers Before any communication, think about what will be your Message Objective. Limit yourself to no more than three points. Always support your points with solid evidence, including stories (lots of stories), personal examples, expert testimony, analogies, killer quotes, and stats and facts.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,380
Keep Your Humor Quick,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1506
Step Four: Determine Your Hook.,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,226
"What a Hook Is Not: “Hey, It’s Really Great to Be Here.”",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,866
Formulate the MO by bringing the two parts together. The MO brings together what you want to accomplish with what your listener wants to accomplish. Formulate the MO as follows: “By [insert what you want to accomplish] you will [insert what your listener wants].”,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,196
Evidence,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,980
"Keepers 1. To be good at handling questions, guess the questions and prepare for them. 2. Never attempt to fake an answer. If you don’t know, admit it and let the audience come up with an answer, or promise to get the answer as soon as possible. 3. Don’t underestimate the importance of letting the audience ask questions. If they have something to say, let them talk. It will make your presentation more effective.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1391
Show and Tell Can Get Boring: Tell Them Only What They Need to Know,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1237
Hook ‘Em with a Question,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,850
The First Thing the MO Gives You: Clarity,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,413
Step One: Come Up with a Message Objective,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,182
What’s in it for the listener.,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,192
Why No More Than Three Points? People can’t remember more than three points.,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,540
"prepare answers for the questions. The answers should follow a basic format: Simple, direct answer Evidence",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1305
"The Elements of a Good Transition A good transition has three parts: A brief recap of the first point. An indication, either explicit or implicit, that the first point is finished. An indication that it’s time to move to the next point.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1016
"To be great, work at specific areas systematically.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,2256
"During the wrap, you need to ask for what you want. Remember, you’re giving this presentation because you want something from your audience. You want them to do something in response to what you say. You may want them to buy your product. You may want them to buy your ideas. During the wrap, you need to ask for what you want.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,941
2. Admit you don’t know (gasp!) and commit to finding an answer.,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1336
Message Objective,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,974
"Keepers 1. You can become a great presenter if you want to work at it. 2. Work at each piece of your presentation “game” for 21 days until you’ve gotten that piece to the level you want. Then move to another piece. 3. Rehearse, rehearse, rehearse.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,2347
Don’t Ever Apologize,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,871
Ignore the Audience’s Level of Interest at Your Own Risk,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1243
